DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,TYPE
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,01/08/2021,100304,Education Staffing Partnership Limited,565.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,01/08/2021,130502,Talented Business Solutions Limited,941.16,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/08/2021,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,501.14,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/08/2021,215489,Hallows Care Limited T/A Hallows Care,514.21,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/08/2021,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,530.66,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/08/2021,215489,Parkrow Care Limited,549.78,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/08/2021,215489,GJ Care & Training Limited,552.14,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/08/2021,215489,Annwyl Limited t/a Bluebird Care,565.64,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/08/2021,215489,Annwyl Limited t/a Bluebird Care,592.39,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/08/2021,215489,GJ Care & Training Limited,617.26,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/08/2021,215489,GJ Care & Training Limited,617.26,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/08/2021,215489,Willowmere Home Care Agency Limited,634.55,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/08/2021,215489,Willowmere Home Care Agency Limited,634.55,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/08/2021,215489,Parkrow Care Limited,654.50,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/08/2021,215489,Parkrow Care Limited,654.50,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/08/2021,215489,Hallows Care Limited T/A Hallows Care,659.48,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/08/2021,215489,Willowmere Home Care Agency Limited,670.80,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/08/2021,215489,Willowmere Home Care Agency Limited,670.80,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/08/2021,215489,Willowmere Home Care Agency Limited,687.96,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/08/2021,215489,Five Star Home Care Limited,701.26,REVENUE
