DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,Type
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,01/12/2020,100304,A-Day Consultants Limited T/A Academics,757.92,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,01/12/2020,100304,A-Day Consultants Limited T/A Academics,947.40,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/12/2020,101005,A-Day Consultants Limited T/A Academics,"1,767.38",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/12/2020,101005,A-Day Consultants Limited T/A Academics,"1,767.38",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/12/2020,101005,New Directions (Education) Limited,"1,027.86",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/12/2020,101025,Manhire Jobshop Limited,947.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/12/2020,101025,Albion Computers Plc,"2,591.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/12/2020,101202,A-Day Consultants Limited T/A Academics,559.60,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/12/2020,101304,eBuyer UK Limited,"1,112.20",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/12/2020,102593,Argos Business Solutions Limited,725.89,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/12/2020,102593,Blue Sky Digital Solutions Limited,834.76,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/12/2020,102593,Marmax Products Limited,"1,088.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/12/2020,102593,PHS Group Plc,"1,308.82",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/12/2020,102593,Joe Rowson,"1,280.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,01/12/2020,102632,Inspired Learners Limited,"1,130.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/12/2020,104381,A & R Contract Cleaning Specialist Limited,"1,278.37",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,01/12/2020,157800,DairyLink UK Limited,589.03,Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,01/12/2020,157800,Castell Howell Foods Limited,"2,088.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215001,Anna Tkaczynska,"2,070.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,Harrison Care Enterprises Barry Limited t/a Island View,634.60,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,June Zehetmayr t/a Tower Hill Residential Home,634.60,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,June Zehetmayr t/a Tower Hill Residential Home,634.60,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,MHA Care Group t/a Ty Gwyn Private Nursing Home,634.60,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,MHA Care Group t/a Ty Gwyn Private Nursing Home,634.60,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,MHA Care Group t/a Ty Gwyn Private Nursing Home,634.60,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,The Manor House St Hilary Limited T/A Milsom House,634.60,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,The Manor House St Hilary Limited T/A Milsom House,634.60,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,Harrison Care Enterprises Barry Limited t/a Island View,725.26,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,June Zehetmayr t/a Tower Hill Residential Home,"1,087.89",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,Harrison Care Enterprises Barry Limited t/a Island View,"1,269.20",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,Harrison Care Enterprises Barry Limited t/a Island View,"1,269.20",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,June Zehetmayr t/a Tower Hill Residential Home,"1,269.20",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,MHA Care Group t/a Ty Gwyn Private Nursing Home,"1,269.20",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,Cheerful Elegant Healthcare Limited t/a Channel View Residential Care Home,"1,359.86",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,Baltimore Care Limited,"1,450.51",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,Baltimore Care Limited,"1,631.83",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,The Manor House St Hilary Limited T/A Milsom House,"1,631.83",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,MHA Care Group t/a Ty Gwyn Private Nursing Home,"1,903.80",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,Hebron Hall Limited,"2,175.77",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,Cheerful Elegant Healthcare Limited t/a Channel View Residential Care Home,"2,266.43",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,Baltimore Care Limited,"2,538.40",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,Baltimore Care Limited,"2,538.40",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,Baltimore Care Limited,"2,538.40",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,Cheerful Elegant Healthcare Limited t/a Channel View Residential Care Home,"3,173.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,Cheerful Elegant Healthcare Limited t/a Channel View Residential Care Home,"3,173.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,Cheerful Elegant Healthcare Limited t/a Channel View Residential Care Home,"3,173.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,Cheerful Elegant Healthcare Limited t/a Channel View Residential Care Home,"3,173.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/12/2020,215022,Cheerful Elegant Healthcare Limited t/a Channel View Residential Care Home,"3,173.00",Revenue
