DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,Type
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,04/01/2021,100304,A-Day Consultants Limited T/A Academics,570.93,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,04/01/2021,100307,Lyreco UK Limited,800.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,04/01/2021,100307,Lyreco UK Limited,"2,679.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04/01/2021,101004,Dwr Cymru Cyf,"2,234.85",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04/01/2021,101007,Dwr Cymru Cyf,904.41,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04/01/2021,101013,Dwr Cymru Cyf,"2,439.95",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04/01/2021,101025,Dwr Cymru Cyf,581.69,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04/01/2021,101025,Dwr Cymru Cyf,"1,655.83",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04/01/2021,101025,Dwr Cymru Cyf,"3,970.04",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04/01/2021,101030,Teaching Personnel Limited,954.60,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04/01/2021,101047,New Directions (Education) Limited,511.05,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04/01/2021,101047,New Directions (Education) Limited,690.86,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04/01/2021,101047,New Directions (Education) Limited,856.55,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04/01/2021,101063,Dwr Cymru Cyf,708.67,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04/01/2021,101094,Dwr Cymru Cyf,851.35,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04/01/2021,101094,A-Day Consultants Limited T/A Academics,948.10,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04/01/2021,101094,A & R Contract Cleaning Specialist Limited,"2,141.98",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04/01/2021,101110,Dwr Cymru Cyf,825.26,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04/01/2021,101171,A-Day Consultants Limited T/A Academics,655.76,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04/01/2021,101171,A-Day Consultants Limited T/A Academics,947.40,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04/01/2021,101171,Dwr Cymru Cyf,"1,971.76",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04/01/2021,101221,Dwr Cymru Cyf,"1,147.15",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04/01/2021,101306,Dwr Cymru Cyf,804.61,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04/01/2021,101315,Dwr Cymru Cyf,"5,264.73",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04/01/2021,102593,Education Staffing Partnership Limited,893.54,Revenue
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,04/01/2021,102632,LMP Action C.I.C.,"9,700.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,04/01/2021,130511,The Abbey Cleaning Services Limited,544.18,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,04/01/2021,140117,Kays Medical Limited,752.40,Revenue
