DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,TYPE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/10/2021,215022,Hallows Care Limited T/A Hallows Care,615.38,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/10/2021,215022,Hallows Care Limited T/A Hallows Care,622.50,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/10/2021,215022,Hallows Care Limited T/A Hallows Care,636.25,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/10/2021,215022,Hallows Care Limited T/A Hallows Care,642.75,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/10/2021,215022,Hallows Care Limited T/A Hallows Care,658.50,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/10/2021,217909,Heidi Christoforato t/a Churchfields Home Care,710.86,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,01/10/2021,100304,Taro Nod Limited,660.00,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/10/2021,101025,Societe Generale Equipment Finance Limited,532.78,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/10/2021,101025,Happy Embroidery Limited,640.00,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/10/2021,101025,Happy Embroidery Limited,942.50,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/10/2021,101025,Forces Fitness Limited,"1,080.00",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/10/2021,101025,Forces Fitness Limited,"18,600.00",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/10/2021,101047,RP Brown Limited t/a Cymraeg Cleaning,650.00,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/10/2021,101047,RP Brown Limited t/a Cymraeg Cleaning,650.00,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/10/2021,101065,The Learning Partnership (Wales) Limited,802.20,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/10/2021,101065,Unique Flooring (Wales) Limited,"3,100.00",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/10/2021,101173,Puma Floors Limited,"4,747.98",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/10/2021,101202,Konica Minolta Business Solutions Limited,576.66,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/10/2021,101315,Technology Rentals Limited,954.75,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,01/10/2021,102636,Now Education Cardiff Limited,524.45,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,01/10/2021,102636,Now Education Limited,524.45,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,01/10/2021,102636,Merricks Private Transport Contractors Limited,718.00,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,01/10/2021,102636,Now Education Limited,943.40,REVENUE
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,01/10/2021,120080,Askews & Holts Library Services Limited,638.94,REVENUE
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,01/10/2021,120080,Askews & Holts Library Services Limited,674.83,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/10/2021,215489,Procare Nursing Agency Limited,715.26,REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2021,260060,Pathway Care Limited T/A Calon Cymru Fostering,791.00,REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2021,260060,Pathway Care Limited T/A Calon Cymru Fostering,819.00,REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2021,260060,Safer Fostering CIC,"4,196.91",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2021,260060,Foster Care Group Wales Cyf,"13,620.00",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2021,260060,Birribi Limited,"20,526.34",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2021,260060,Bryn Melyn Care Limited,"30,831.43",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2021,260255,Neal Social Care Limited,985.33,REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,01/10/2021,323680,Horizon Civil Engineering Limited,622.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,01/10/2021,325385,Dragon Asphalt Limited,"1,150.02",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,01/10/2021,325810,Compass Minerals UK Limited,"2,377.34",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,01/10/2021,325810,Compass Minerals UK Limited,"2,390.94",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,01/10/2021,333036,Countrywide Grounds Maintenance Limited,"28,544.25",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,01/10/2021,333102,Ace Site Services (UK) Limited,"1,400.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,01/10/2021,333154,The Firewood Company (UK) Limited T/A Esa Tree Care,"1,182.00",REVENUE
