DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,TYPE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/06/2021,101005,Bee 1 Limited,650.00,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/06/2021,101005,Ricoh UK Limited,993.07,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/06/2021,101094,A-Day Consultants Limited T/A Academics,507.15,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/06/2021,101094,A-Day Consultants Limited T/A Academics,507.15,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/06/2021,101094,A-Day Consultants Limited T/A Academics,507.15,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/06/2021,101094,A-Day Consultants Limited T/A Academics,507.15,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/06/2021,101094,A-Day Consultants Limited T/A Academics,507.15,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/06/2021,101094,A-Day Consultants Limited T/A Academics,507.15,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/06/2021,101094,A-Day Consultants Limited T/A Academics,948.10,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/06/2021,101094,A-Day Consultants Limited T/A Academics,948.10,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/06/2021,101094,A & R Contract Cleaning Specialist Limited,"2,190.17",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/06/2021,101134,DSG Retail Limited,"1,748.32",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/06/2021,101202,Valley Education Services Limited,"1,083.95",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/06/2021,101241,Minton House Group Limited t/a The Education Broker,"5,755.21",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/06/2021,101300,Celtic Teachers Limited,531.00,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/06/2021,101300,New Directions (Education) Limited,913.60,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/06/2021,101305,Supply Desk Limited,500.25,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/06/2021,101305,Bay Resourcing Limited,"1,168.54",REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,01/06/2021,140122,Childcare Vouchers Limited,"-1,535.00",REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,01/06/2021,140122,Childcare Vouchers Limited,"9,976.46",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/06/2021,201721,Complete Business Solutions Group Limited,686.57,REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/06/2021,209151,Little Inspirations Limited,"4,070.00",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,Parkrow Care Limited,549.78,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,All Care (South Wales) Limited,553.91,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,All Care (South Wales) Limited,553.91,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,Willowmere Home Care Agency Limited,634.55,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,Parkrow Care Limited,654.50,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,Parkrow Care Limited,654.50,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,Willowmere Home Care Agency Limited,660.16,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,Parkrow Care Limited,671.53,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,Willowmere Home Care Agency Limited,687.96,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,Willowmere Home Care Agency Limited,687.96,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,All Care (South Wales) Limited,702.16,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,All Care (South Wales) Limited,702.16,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,All Care (South Wales) Limited,702.40,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,All Care (South Wales) Limited,702.40,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,All Care (South Wales) Limited,708.98,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,All Care (South Wales) Limited,708.98,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,All Care (South Wales) Limited,716.02,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,All Care (South Wales) Limited,739.90,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,All Care (South Wales) Limited,739.90,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,All Care (South Wales) Limited,739.90,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,Willowmere Home Care Agency Limited,743.91,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,All Care (South Wales) Limited,762.47,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,Willowmere Home Care Agency Limited,773.11,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,Willowmere Home Care Agency Limited,782.83,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,All Care (South Wales) Limited,796.48,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,All Care (South Wales) Limited,796.48,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,Willowmere Home Care Agency Limited,803.04,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,All Care (South Wales) Limited,820.16,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,Parkrow Care Limited,839.29,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,Willowmere Home Care Agency Limited,841.96,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,All Care (South Wales) Limited,859.36,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/06/2021,215489,All Care (South Wales) Limited,859.36,REVENUE
